,/wiki/Canarian_Independent_Groups,/wiki/Confederation_of_the_Greens,/wiki/Galician_Coalition,/wiki/Galician_Nationalist_Bloc,/wiki/Galician_Socialist_Party%E2%80%93Galician_Left,/wiki/PSM%E2%80%93Nationalist_Agreement,/wiki/Progressives_for_the_Balearic_Islands,/wiki/Unity_for_the_Isles,AIC,AP,AP-PDP-PL,AP–PDP,ARM,Amaiur logo.svg,Aralar,BNG,BNG–Nós,C's,CC,CDC,CDS,CG,CHA,CUP,CiU,Compromís,Cs,DiL,EA,EE,EHB.png,ERC,ERC–CatSí,FAC,GBai,HB,ICV,IU,IU–LV,IU–UPeC,Isotipo Unidos Podemos.svg,LV,Lead,Més,NCa,NI/IC,NaBai,PA,PACMA,PAP,PAR,PCE,PDeCAT,PIB,PNV,PP,PRC,PRD,PSG–EG,PSM,PSOE,Podemos,Turnout,UCD,UIB,UPN,UPyD,UV,Unnamed: 0,Vox,date,eQuo,error,firm,size,Party_poll,Newspaper_poll,Polling_firm,Number_polling_firms
1721,,,,,,,,,,,,,,,,0.0,,12.03,0.31,,,,,,,,,2.27,,,0.82,,2.49,,,,,3.41,,3.41,,,8.8,,,,,,,,,,,,1.26,30.713,,,,,21.186,21.97,65.6,,,,,,157,,2016-01-21,,,NC Report/La Razón,1900.0,False,La Razón,NC Report,1
1722,,,,,,,,,,,,,,,,0.0,,14.4,,,,,,,,,,,,,,,,,,,,4.7,,4.7,,,6.7,,,,,,,,,,,,,28.0,,,,,21.3,20.3,,,,,,,158,,2016-01-19,,,MyWord/Cadena SER,1000.0,False,Cadena SER,MyWord,1
1723,,,,,,,,,,,,,,,,0.0,,10.931,,,,,,,,,,,,,,,,,,,,0.0,,,,,7.7,,,,,,,,,,,,,30.513,,,,,20.779,22.882,,,,,,,159,,2016-01-16,,,Redondo & Asociados,,False,,Redondo & Asociados,1
1724,,,,,,,,,,,,,,,,0.0,,12.6,,,,,,,,,,,,,,,,,,,,3.5,,3.5,,,9.2,,,,,,,,,,,,,30.8,,,,,20.8,21.6,,,,,,,160,,2016-01-15,,,Invymark/laSexta,,False,laSexta,Invymark,1
1725,,,,,,,,,,,,,,,,0.3,,12.633,0.31,,,,,,,,,2.17,,,0.92,,2.59,,,,,3.32,,3.32,,,8.1,,,,,,1.0,,,,,,1.15,30.2128,,,,,21.987,22.168,67.5,,,,,,161,,2016-01-15,,,Celeste-Tel/eldiario.es,1100.0,False,eldiario.es,Celeste-Tel,1
1726,,,,,,,,,,,,,,,,0.0,,13.4,,,,,,,,,,,,,,,,,,,,3.6,,3.6,,,8.4,,,,,,,,,,,,,30.5,,,,,22.1,20.7,,,,,,,162,,2016-01-15,,,NC Report,955.0,False,,NC Report,1
1727,,,,,,,,,,,,,,,,0.0,,10.917,0.31,,,,,,,,,2.05,,,0.82,,2.51,,,,,2.91,,2.91,,,11.0,,,,,,,,,,,,1.15,33.214,,,,,22.29,21.474,,,,,,,163,,2016-01-15,,,Encuestamos,1800.0,False,,Encuestamos,1
1728,,,,,,,,,,,,,,,,0.0,,16.6,,,,,,,,,,,,,,,,,,,,3.2,,3.2,,,6.5,,,,,,,,,,,,,29.0,,,,,21.1,22.5,76.4,,,,,,164,,2016-01-14,,,Metroscopia/El País,1200.0,False,El País,Metroscopia,1
1729,,,,,,,,,,,,,,,,0.0,,13.23,,,,,,,,,,,,,,,,,,,,3.92,,3.92,,,10.0,,,,,,,,,,,,,32.4137,,,,,22.49,20.565,,,,,,,165,,2016-01-14,,,Estudio de Sociología Consultores,2200.0,False,,Estudio de Sociología Consultores,1
1730,,,,,,,,,,,,,,,,0.0,,14.7,,,,,,,,,,,,,,,,,,,,4.8,,4.8,,,8.7,,,,,,,,,,,,,30.0,,,,,20.4,21.3,77.1,,,,,,166,,2016-01-12,,,Simple Lógica,1050.0,False,,Simple Lógica,1
1731,,,,22.978,,,,,,,,,,,,22.978,,11.826,,,,,,,,,,1.87,,,0.92,,2.39,,,,,0.0,,,,,7.9,,,,,,,,,,,,1.26,31.4128,,,,,23.593,0.0,69,,,,,,167,,2016-01-11,,,IMOP/Llorente & Cuenca,1000.0,False,Llorente & Cuenca,IMOP,1
1732,,,,,,,,,,,,,,,,0.0,,13.339,0.0,,,,,,,,,1.77,,,1.02,,2.811,,,,,3.72,,3.72,,,6.9,,,,,,,,,,,,1.36,28.8123,,,,,20.583,21.979,,,,,,,169,,2016-01-11,,,CIS,2496.0,False,,CIS,1
1735,,,,0.3,,,,,,,,,,1.03,,0.6,,15.247,,0.3,,,,,,,,,,,,,2.59,0.2,,,,4.13,,4.13,,,5.1,,1.76,,,,,,,,,,1.14,26.8114,0.2,,,,20.581,21.776,,,,,1.1,,1,,2015-12-20,,,TNS Demoscopia/RTVE,177100.0,False,RTVE,TNS Demoscopia,1
1736,,,,0.41,,,,,,,,,,1.26,,0.71,,16.653,,,,,,,,,,,,,,,1.76,0.1,,,,3.31,,3.31,,,8.6,,1.87,,,,,,,,,,1.46,29.3124,,,,,20.783,19.563,,,,,0.3,,2,,2015-12-19,,,Redondo & Asociados,1790.0,False,,Redondo & Asociados,1
1737,,,,,,,,,,,,,,,,0.0,,15.345,,,,,,,,,,,,,,,,,,,,4.01,,4.01,,,5.1,,,,,,,,,,,,,26.6112,,,,,20.176,21.58,75–77,,,,,,3,,2015-12-19,,,GESOP/El Periòdic,950.0,False,El Periòdic,GESOP,1
1738,,,,,,,,,,,,,,,,0.0,,15.547,,,,,,,,,,,,,,,,,,,,4.42,,4.42,,,5.8,,,,,,,,,,,,,26.6111,,,,,20.882,20.17,75–77,,,,,,4,,2015-12-18,,,GESOP/El Periòdic,800.0,False,El Periòdic,GESOP,1
1739,,,,0.3,,,,,,,,,,0.92,,0.3,,14.946,,,,,,,,,,,,,,,2.78,0.1,,,,4.32,,4.32,,,7.0,,1.85,,,,,,,,,,1.35,28.1121,,,,,20.479,21.17,74,,,,,,5,,2015-12-18,,,GAD3/Antena 3,7000.0,False,Antena 3,GAD3,1
1740,,,,,,,,,,,,,,,,0.0,,16.05,,,,,,,,,,,,,,,,,,,,3.82,,3.82,,,4.4,,,,,,,,,,,,,25.8107,,,,,21.484,20.471,74–76,,,,,,6,,2015-12-17,,,GESOP/El Periòdic,750.0,False,El Periòdic,GESOP,1
1741,,,,,,,,,,,,,,,,0.0,,15.95,,,,,,,,,,,,,,,,,,,,3.72,,3.72,,,5.2,,,,,,,,,,,,,26.2108,,,,,21.083,20.471,74–76,,,,,,7,,2015-12-16,,,GESOP/El Periòdic,700.0,False,El Periòdic,GESOP,1
1742,,,,,,,,,,,,,,,,0.0,,16.354,,,,,,,,,,,,,,,,,,,,4.53,,4.53,,,4.8,,,,,,,,,,,,,25.4106,,,,,20.681,19.666,,,,,,,8,,2015-12-15,,,GESOP/El Periòdic,650.0,False,El Periòdic,GESOP,1
1743,,,,,,,,,,,,,,,,0.0,,17.257,,,,,,,,,,,,,,,,,,,,4.83,,4.83,,,4.5,,,,,,,,,,,,,25.4104,,,,,20.981,19.063,,,,,,,9,,2015-12-14,,,GESOP/El Periòdic,700.0,False,El Periòdic,GESOP,1
1744,,,,0.4,,,,,,,,,,1.15,,0.4,,17.66,,,,,,,,,,,,,,,2.38,,,,,3.93,,3.93,,,7.6,,2.49,,,,,,,,,,1.36,28.612,,,,,21.079,17.952,,,,,,,10,,2015-12-14,,,GAD3/Antena 3,3200.0,False,Antena 3,GAD3,1
1745,,,,,,,,,,,,,,1.15,,0.0,,17.045,,,,,,,,,,,,,,,2.28,,,,,4.01,,4.01,,,4.0,,1.98,,,,,,,,,,1.45,26.9116,,,,,22.987,18.657,,,,,,,11,,2015-12-14,,,Encuestamos,2000.0,False,,Encuestamos,1
1746,,,,0.52,,,,,,,,,,1.25,,1.02,,16.556,,0.3,,,,,,,,,,,,,3.212,0.21,0.21,,,3.83,,3.83,,,3.2,,2.71,,,,,,,,,,1.25,24.5106,,,,,21.381,19.968,,,,,0.9,,12,,2015-12-14,,,GIPEyOP,17195.0,False,,GIPEyOP,1
1747,,,,0.51,,,,,,,,,,1.05,,1.01,,20.168,,,,,,,,,,,,,,,2.18,0.2,0.21,,,3.11,,3.11,,,7.6,,2.39,,,,,,,,,,1.36,27.712,,,,,18.67,18.061,74.6,,,,0.3,,13,,2015-12-13,,,JM&A/Público,,False,Público,JM&A,1
1748,,,,,,,,,,,,,,,,0.0,,20.0,,,,,,,,,,,,,,,,,,,,4.8,,4.8,,,8.9,,,,,,,,,,,,,28.9,,,,,18.9,17.3,,,,,,,14,,2015-12-13,,,TNS Demoscopia/Antena 3,1017.0,False,Antena 3,TNS Demoscopia,1
1749,,,,,,,,,,,,,,,,0.0,,18.06,,,,,,,,,,,,,,,,,,,,0.0,,,,,4.4,,,,,,,,,,,,,25.2103,,,,,20.88,18.459,,,,,,,15,,2015-12-12,,,GESOP/El Periódico,800.0,False,El Periódico,GESOP,1
1750,,,,0.31,,,,,,,,,,1.16,,0.72,,17.855,,0.62,,,,,,,,,,,,,2.08,0.11,,,,3.31,,3.31,,,7.9,,1.97,,,,,,,,,,1.06,29.9125,,,,,22.088,16.349,75.8,,,,0.3,,16,0.4,2015-12-12,,,NC Report/La Razón,3000.0,False,La Razón,NC Report,1
1751,,,,0.31,,,,,,,,,,1.15,,0.71,,18.153,,,,,,,,,,,,,,,2.07,0.2,,,,3.51,,3.51,,,5.4,,2.07,,,,,,,,,,1.25,28.1115,0.1,,,,22.785,17.047,72.7,,,,0.4,,17,0.6,2015-12-11,,,Celeste-Tel/eldiario.es,1100.0,False,eldiario.es,Celeste-Tel,1
1752,,,,,,,,,,,,,,,,0.0,,18.9,,,,,,,,,,,,,,,,,,,,3.6,,3.6,,,10.1,,,,,,,,,,,,,29.0,,,,,18.9,17.2,,,,,0.1,,18,,2015-12-11,,,Invymark/laSexta,,False,laSexta,Invymark,1
1753,,,,,,,,,,,,,,,,0.0,,19.97,,,,,,,,,,,,,,,,,,,,2.71,,2.71,,,8.9,,1.27,,,,,,,,,,,28.8123,,,,,19.772,17.959,,,,,0.2,,19,,2015-12-11,,,Demoscopia Servicios/esRadio,1500.0,False,esRadio,Demoscopia Servicios,1
1754,,,,,,,,,,,,,,,,0.0,,20.9,,,,,,,,,,,,,,,,,,,,5.2,,5.2,,,6.1,,2.0,,,,,,,,,,0.7,27.0,,,,,18.2,17.2,70.3,,,,0.6,,20,,2015-12-11,,,Simple Lógica,1005.0,False,,Simple Lógica,1
1755,,,,0.2,,,,,,,,,,1.14,,0.2,,20.36,,,,,,,,,,,,,,,2.08,,,,,3.24,,3.24,,,3.8,,1.77,,,,,,,,,,1.14,26.51,,,,,22.78,18.145,,,,,0.5,,21,,2015-12-11,,,Hamalgama–Ágora Integral,1206.0,False,,Hamalgama–Ágora Integral,2
1756,,,,0.41,,,,,,,,,,1.15,,0.71,,18.159,,0.2,,,,,,,,,,,,,2.38,0.1,,,,4.13,,4.13,,,7.1,,2.49,,,,,,,,,,1.36,28.3117,,,,,21.283,17.65,77,,,,0.3,,22,,2015-12-11,,,GAD3/ABC,7300.0,False,ABC,GAD3,1
1757,,,,,,,,,,,,,,,,0.0,,18.253,,,,,,,,,,,,,,,,,,,,5.01,,5.01,,,4.3,,,,,,,,,,,,,25.3105,,,,,21.085,19.155,79,,,,,,23,,2015-12-10,,,Metroscopia/El País,2800.0,False,El País,Metroscopia,1
1758,,,,0.3,,,,,,,,,,1.15,,0.7,,19.865,,0.5,,,,,,,,,,,,,2.18,0.2,,,,4.35,,4.35,,,7.2,,2.18,,,,,,,,,,1.14,27.7113,,,,,20.586,16.242,,,,,0.3,,24,,2015-12-10,,,IBES/Última Hora,1800.0,False,Última Hora,IBES,1
1759,,,,,,,,,,,,,,,,0.0,,18.661,,,,,,,,,,,,,,,,,,,,4.03,,4.03,,,4.8,,,,,,,,,,,,,26.5114,,,,,21.782,17.051,,,,,1.0,,25,,2015-12-09,,,MyWord/Cadena SER,1500.0,False,Cadena SER,MyWord,1
1760,,,,,,,,,,,,,,1.14,,0.0,,19.662,,,,,,,,,,,,,,,2.59,,,,,3.73,,3.73,,,6.9,,2.49,,,,,,,,,,1.25,27.2114,,,,,20.376,18.456,,,,,,,26,,2015-12-09,,,Sigma Dos/El Mundo,8350.0,False,El Mundo,Sigma Dos,1
1761,,,,0.41,,,,,,,,,,1.24,,0.41,,19.873,,,,,,,,,,,,,,,1.98,0.1,,,,3.31,,3.31,,,7.5,,1.87,,,,,,,,,,1.46,28.312,,,,,20.88,16.65,,,,,,,27,,2015-12-09,,,Redondo & Asociados,1500.0,False,,Redondo & Asociados,1
1762,,,,,,,,,,,,,,,,0.0,,23.2,,,,,,,,,,,,,,,,,,,,6.3,,6.3,,,3.5,,,,,,,,,,,,,26.7,,,,,17.0,19.1,,,,,,,28,,2015-12-09,,,DYM/El Confidencial,1012.0,False,El Confidencial,DYM,1
1763,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,29,,2015-12-09,,,Infortécnica,2114.0,False,,Infortécnica,1
1764,,,,,,,,,,,,,,1.0,,0.0,,16.2,,,,,,,,,,,,,,,2.2,,,,,4.9,,4.9,,,1.8,,1.9,,,,,,,,,,1.5,26.7,,,,,24.9,16.4,,,,,,,30,,2015-12-07,,,Encuestamos,1800.0,False,,Encuestamos,1
1765,,,,0.51,,,,,,,,,,1.04,,1.01,,21.275,,,,,,,,,,,,,,,2.08,0.2,0.21,,,3.11,,3.11,,,5.4,,2.21,,,,,,,,,,1.26,26.6118,,,,,18.875,16.651,70.1,,,,0.3,,31,,2015-12-06,,,JM&A/Público,,False,Público,JM&A,1
1766,,,,,,,,,,,,,,,,0.0,,21.9,,,,,,,,,,,,,,,,,,,,4.3,,4.3,,,6.0,,,,,,,,,,,,,27.9,,,,,20.4,15.1,,,,,,,32,,2015-12-06,,,TNS Demoscopia/Antena 3,1035.0,False,Antena 3,TNS Demoscopia,1
1767,,,,,,,,,,,,,,0.74,,0.0,,19.963,,,,,,,,,,,,,,,2.16,,,,,3.61,,3.61,,,7.9,,3.09,,,,,,,,,,1.27,27.8124,,,,,19.478,18.256,,,,,,,33,,2015-12-04,,,Sondaxe/La Voz de Galicia,1000.0,False,La Voz de Galicia,Sondaxe,1
1768,,,,0.31,,,,,,,,,,1.05,,0.71,,18.861,,,,,,,,,,,,,,,1.97,0.21,,,,3.82,,3.82,,,5.1,,2.07,,,,,,,,,,1.25,28.2118,0.1,,,,23.19,16.246,71.7,,,,0.3,,34,0.6,2015-12-04,,,Celeste-Tel/eldiario.es,1100.0,False,eldiario.es,Celeste-Tel,1
1769,,,,,,,,,,,,,,,,0.0,,18.7,,,,,,,,,,,,,,,,,,,,3.5,,3.5,,,9.0,,,,,,,,,,,,,28.9,,,,,19.9,16.0,,,,,0.2,,35,,2015-12-04,,,Invymark/laSexta,,False,laSexta,Invymark,1
1770,,,,0.11,,,,,,,,,,1.46,,0.11,,21.07,,,,,,,,,,,,,,,1.89,,,,,3.82,,3.82,,,7.1,,1.67,,,,,,,,,,1.45,28.1112,,,,,21.078,15.153,73.8,,,,,,36,,2015-12-04,,,A+M/20minutos,5000.0,False,20minutos,A+M,1
1771,,,,0.42,,,,,,,,,,1.05,,0.73,,17.855,,0.62,,,,,,,,,,,,,2.07,0.21,,,,3.73,,3.73,,,7.1,,2.18,,,,,,,,,,1.26,29.8126,,,,,22.789,15.64,74.6,,,,0.3,,37,0.4,2015-12-04,,,NC Report/La Razón,1500.0,False,La Razón,NC Report,1
1772,,,,,,,,,,,,,,,,0.0,,21.675,,,,,,,,,,,,,,,2.08,,,,,4.03,,4.03,,,5.9,,2.08,,,,,,,,,,1.0,27.5117,,,,,19.47,17.248,,,,,,,38,,2015-12-03,,,Sigma Dos/Mediaset,1800.0,False,Mediaset,Sigma Dos,1
1773,,,,0.41,,,,,,,,,,1.15,,0.61,,17.959,,0.2,,,,,,,,,,,,,2.28,0.1,,,,3.71,,3.71,,,6.7,,2.59,,,,,,,,,,1.55,28.212,,,,,21.585,16.651,76,,,,0.3,,39,,2015-12-03,,,GAD3/ABC,5700.0,False,ABC,GAD3,1
1774,,,,0.4,,,,,,,,,,1.1,,1.0,,15.8,,,,,,,,,,,,,,,2.2,,,,,5.3,,5.3,,,1.3,,1.9,,,,,,,,,,1.4,26.5,,,,,25.2,16.3,,,,,,,40,,2015-12-01,,,Encuestamos,1800.0,False,,Encuestamos,1
1775,,,,0.52,,,,,,,,,,1.14,,0.52,,20.274,,,,,,,,,,,,,,,2.18,0.22,,,,3.92,,3.92,,,6.6,,2.07,,,,,,,,,,1.36,28.1114,,,,,21.584,15.348,,,,,,,41,,2015-12-01,,,Redondo & Asociados,1500.0,False,,Redondo & Asociados,1
1776,,,,,,,,,,,,,,,,0.0,,21.6,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,5.5,,,,,,,,,,,,,27.1,,,,,20.0,15.5,,,,,0.3,,42,,2015-11-29,,,TNS Demoscopia/Antena 3,1033.0,False,Antena 3,TNS Demoscopia,1
1777,,,,,,,,,,,,,,,,0.0,,21.076,,,,,,,,,,,,,,,2.79,,,,,4.94,,4.94,,,2.5,,2.07,,,,,,,,,,,23.998,,,,,21.482,16.052,,,,,,,43,,2015-11-28,,,GESOP/El Periódico,1816.0,False,El Periódico,GESOP,1
1778,,,,0.41,,,,,,,,,,1.05,,0.9099999999999999,,18.657,,0.5,,,,,,,,,,,,,1.98,0.21,,,,3.62,,3.62,,,4.2,,1.98,,,,,,,,,,1.25,28.1118,0.1,,,,23.995,15.339,,,,,0.4,,44,0.7,2015-11-27,,,Celeste-Tel/eldiario.es,1100.0,False,eldiario.es,Celeste-Tel,1
1779,,,,,,,,,,,,,,,,0.0,,18.0,,,,,,,,,,,,,,,,,,,,3.4,,3.4,,,8.7,,,,,,,,,,,,,29.5,,,,,20.8,14.3,,,,,0.2,,45,,2015-11-27,,,Invymark/laSexta,1200.0,False,laSexta,Invymark,1
1780,,,,0.42,,,,,,,,,,0.95,,0.73,,17.452,,0.62,,,,,,,,,,,,,2.07,0.21,,,,3.53,,3.53,,,6.2,,2.18,,,,,,,,,,1.26,29.3125,,,,,23.191,15.642,74.0,,,,0.3,,46,0.4,2015-11-27,,,NC Report/La Razón,3000.0,False,La Razón,NC Report,1
1781,,,,,,,,,,,,,,,,0.0,,23.082,,,,,,,,,,,,,,,2.28,,,,,3.83,,3.83,,,4.1,,2.28,,,,,,,,,,1.15,27.1111,,,,,20.278,16.243,,,,,,,47,,2015-11-26,,,Sigma Dos/El Mundo,1500.0,False,El Mundo,Sigma Dos,1
1782,,,,,,,,,,,,,,1.14,,0.0,,19.972,,,,,,,,,,,,,,,2.18,,,,,4.12,,4.12,,,7.1,,2.07,,,,,,,,,,1.36,28.3117,,,,,21.283,15.548,,,,,0.2,,48,,2015-11-26,,,Demoscopia Servicios/esRadio,1500.0,False,esRadio,Demoscopia Servicios,1
1783,,,,0.41,,,,,,,,,,1.35,,0.61,,17.459,,0.21,,,,,,,,,,,,,2.59,0.21,,,,4.03,,4.03,,,5.2,,2.59,,,,,,,,,,1.45,28.3125,,,,,23.191,14.941,74.5,,,,0.3,,49,,2015-11-26,,,GAD3/ABC,4300.0,False,ABC,GAD3,1
1784,,,,,,,,,,,,,,,,0.0,,22.6,,,,,,,,,,,,,,,,,,,,5.2,,5.2,,,0.1,,,,,,,,,,,,,22.7,,,,,22.5,17.1,78,,,,,,50,,2015-11-25,,,Metroscopia/El País,1200.0,False,El País,Metroscopia,1
1785,,,,0.4,,,,,,,,,,0.9,,1.0,,15.1,,,,,,,,,,,,,,,2.1,,,,,6.2,,6.2,,,1.2,,1.9,,,,,,,,,,1.4,26.6,,,,,25.4,16.0,,,,,,,51,,2015-11-24,,,Encuestamos,1800.0,False,,Encuestamos,1
1786,,,,0.52,,,,,,,,,,1.67,,1.03,,20.262,,0.71,,,,,,,,,,,,,2.71,0.21,,,,5.06,,5.06,,,3.3,,2.28,,,,,,,,,,1.66,25.0111,,,,,21.788,16.847,,,,,,,52,,2015-11-22,,,Deimos Estadística,,False,,Deimos Estadística,1
1787,,,,,,,,,,,,,,,,0.0,,21.3,,,,,,,,,,,,,,,,,,,,4.3,,4.3,,,6.1,,,,,,,,,,,,,27.4,,,,,20.6,14.3,,,,,0.2,,53,,2015-11-22,,,TNS Demoscopia/Antena 3,1018.0,False,Antena 3,TNS Demoscopia,1
1788,,,,0.41,,,,,,,,,,1.05,,0.9099999999999999,,18.959,,0.6,,,,,,,,,,,,,1.87,0.21,,,,3.42,,3.42,,,3.6,,2.08,,,,,,,,,,1.25,27.5115,0.1,,,,23.997,15.136,71.4,,,,0.4,,54,0.7,2015-11-20,,,Celeste-Tel/eldiario.es,1100.0,False,eldiario.es,Celeste-Tel,1
1789,,,,0.52,,,,,,,,,,1.25,,0.52,,19.57,,,,,,,,,,,,,,,2.711,0.2,0.21,,,4.24,,4.24,,,7.7,,2.28,,,,,,,,,,1.36,27.2121,0.21,,,,18.776,15.946,69.9,,,,0.5,,55,,2015-11-19,,,JM&A/Público,,False,Público,JM&A,1
1790,,,,0.3,,,,,,,,,,1.35,,0.5,,16.452,,0.2,,,,,,,,,,,,,2.61,0.21,,,,4.42,,4.42,,,5.7,,2.29,,,,,,,,,,1.55,28.5129,,,,,22.893,15.644,75,,,,0.2,,56,,2015-11-19,,,GAD3/ABC,3000.0,False,ABC,GAD3,1
1791,,,,,,,,,,,,,,1.0,,0.0,,15.0,,,,,,,,,,,,,,,1.9,,,,,6.8,,6.8,,,0.5,,2.1,,,,,,,,,,1.5,26.2,,,,,25.7,15.4,,,,,,,57,,2015-11-17,,,Encuestamos,1800.0,False,,Encuestamos,1
1792,,,,,,,,,,,,,,,,0.0,,21.9,,,,,,,,,,,,,,,,,,,,4.5,,4.5,,,4.6,,1.6,,,,,,,,,,0.9,26.5,,,,,20.4,16.9,74.5,,,,0.6,,58,,2015-11-16,,,Simple Lógica,1746.0,False,,Simple Lógica,1
1793,,,,0.31,,,,,,,,,,1.26,,0.61,,19.063,,0.1,,,,,,,,,,,,,1.97,0.1,,,,3.63,,3.63,,,7.8,,2.2,,,,,,,,,,1.15,28.612,,,,,20.877,15.745,,,,,0.7,,59,,2015-11-16,,,CIS,17452.0,False,,CIS,1
1794,,,,,,,,,,,,,,,,0.0,,20.4,,,,,,,,,,,,,,,,,,,,5.1,,5.1,,,5.9,,,,,,,,,,,,,26.4,,,,,20.5,14.2,,,,,0.4,,60,,2015-11-15,,,TNS Demoscopia/Antena 3,1018.0,False,Antena 3,TNS Demoscopia,1
1795,,,,,,,,,,,,,,,,0.0,,21.473,,,,,,,,,,,,,,,,,,,,4.75,,4.75,,,5.9,,,,,,,,,,,,,27.3112,,,,,20.377,15.742,,,,,,,61,,2015-11-13,,,Sigma Dos/Mediaset,,False,Mediaset,Sigma Dos,1
1796,,,,,,,,,,,,,,,,0.0,,18.2,,,,,,,,,,,,,,,,,,,,3.2,,3.2,,,6.7,,,,,,,,,,,,,28.5,,,,,22.2,14.0,,,,,0.2,,62,,2015-11-13,,,Invymark/laSexta,,False,laSexta,Invymark,1
1797,,,,0.41,,,,,,,,,,1.05,,0.9099999999999999,,19.563,,0.6,,,,,,,,,,,,,1.77,0.21,,,,3.52,,3.52,,,3.3,,2.18,,,,,,,,,,1.35,27.1114,0.1,,,,23.897,14.633,71.2,,,,0.4,,63,0.7,2015-11-13,,,Celeste-Tel/eldiario.es,1100.0,False,eldiario.es,Celeste-Tel,1
1798,,,,0.41,,,,,,,,,,1.46,,0.82,,17.956,,0.31,,,,,,0.92,,,,,,,2.59,0.21,,,,4.95,,4.95,,,5.8,,2.29,,,,,,,,,,1.66,27.9127,,,,,22.189,13.737,75,,,,0.4,,64,,2015-11-12,,,GAD3/ABC,3100.0,False,ABC,GAD3,1
1799,,,,0.3,,,,,,,,,,0.6,,0.6,,20.9,,,,,,,,,,,,,,,1.6,,,,,3.7,,3.7,,,8.5,,2.7,,,,,,,,,,1.1,29.4,,,,,19.3,15.2,,,,,0.6,,65,,2015-11-09,,,Sondaxe/La Voz de Galicia,1000.0,False,La Voz de Galicia,Sondaxe,1
1800,,,,0.21,,,,,,,,,,1.26,,0.61,,18.058,,0.2,,,,,,0.52,,,,,,,3.11,0.1,,,,4.46,,4.46,,,7.1,0.3,2.89,,,,,,,,,,1.06,27.4118,0.1,,,,20.393,15.04,,,,,0.5,,66,0.3,2015-11-08,,,IBES/Última Hora,2508.0,False,Última Hora,IBES,1
1801,,,,,,,,,,,,,,,,0.0,,20.2,,,,,,,,,,,,,,,,,,,,4.7,,4.7,,,6.1,,,,,,,,,,,,,26.3,,,,,19.6,15.0,,,,,0.6,,67,,2015-11-08,,,TNS Demoscopia/Antena 3,1014.0,False,Antena 3,TNS Demoscopia,1
1802,,,,0.41,,,,,,,,,,1.16,,1.1199999999999999,,21.158,,0.61,,,,,,1.14,,,,,,,1.76,0.21,0.2,,,4.24,,4.24,,,2.4,,2.39,,,,,,,,,,1.35,26.4118,0.1,,,,24.0102,10.826,71.1,,,,0.6,,68,0.7,2015-11-06,,,Celeste-Tel/eldiario.es,1100.0,False,eldiario.es,Celeste-Tel,1
1803,,,,,,,,,,,,,,,,0.0,,18.164,,,,,,,,,,,,,,,,,,,,5.38,,5.38,,,6.7,,2.49,,,,,,,,,,,29.0123,,,,,22.391,13.432,,,,,0.6,,69,,2015-11-06,,,Demoscopia Servicios/esRadio,1800.0,False,esRadio,Demoscopia Servicios,1
1804,,,,0.62,,,,,,,,,,1.36,,0.62,,19.768,,,,,,,,0.91,,,,,,,1.98,0.21,0.21,,,3.72,,3.72,,,8.3,,3.013,,,,,,,,,,1.36,28.0125,0.21,,,,18.272,14.844,68.3,,,,0.3,,70,,2015-11-04,,,JM&A/Público,,False,Público,JM&A,1
1805,,,,0.52,,,,,,,,,,1.45,,1.04,,17.755,,0.31,,,,,,0.92,,,,,,,2.51,0.21,,,,4.65,,4.65,,,5.7,,2.49,,,,,,,,,,1.66,28.1128,,,,,22.489,13.235,75.5,,,,0.2,,71,,2015-11-04,,,GAD3/ABC,3300.0,False,ABC,GAD3,1
1806,,,,,,,,,,,,,,,,0.0,,19.8,,,,,,,,,,,,,,,,,,,,4.4,,4.4,,,6.9,,,,,,,,,,,,,26.7,,,,,19.3,15.4,,,,,0.4,,72,,2015-11-01,,,TNS Demoscopia/Antena 3,1010.0,False,Antena 3,TNS Demoscopia,1
1807,,,,0.52,,,,,,,,,,1.45,,1.1400000000000001,,17.555,,,,,,,,0.92,,,,,,,2.69,0.21,,,,4.45,,4.45,,,5.7,0.41,2.69,,,,,,,,,,1.66,27.8128,,,,,22.188,13.937,75.5,,,,0.2,,73,,2015-10-29,,,GAD3/ABC,2800.0,False,ABC,GAD3,1
1808,,,,,,,,,,,,,,,,0.0,,22.572,,,,,,,,,,,,,,,,,,,,6.35,,6.35,,,1.0,,,,,,,,,,,,,23.593,,,,,21.088,17.042,77,,,,,,74,,2015-10-28,,,Metroscopia/El País,1400.0,False,El País,Metroscopia,1
1809,,,,,,,,,,,,,,,,0.0,,18.6,,,,,,,,,,,,,,,,,,,,3.1,,3.1,,,4.7,,,,,,,,,,,,,26.3,,,,,21.6,14.9,,,,,1.0,,75,,2015-10-26,,,MyWord/Cadena SER,1001.0,False,Cadena SER,MyWord,1
1810,,,,,,,,,,,,,,,,0.0,,20.3,,,,,,,,,,,,,,,,,,,,6.1,,6.1,,,6.7,,,,,,,,,,,,,27.0,,,,,18.2,13.8,,,,,,,76,,2015-10-26,,,DYM/El Confidencial,1002.0,False,El Confidencial,DYM,1
